patient_id,image_path,frame_num,rank_by_cosine_k10,is_true_kidney,cosine_k5,cosine_k10,cosine_k20,svm_nu0.01,svm_nu0.05,svm_nu0.10,svm_nu0.20,predicted_cosine_k5,predicted_cosine_k10,predicted_cosine_k20,predicted_svm_nu0.01,predicted_svm_nu0.05,predicted_svm_nu0.10,predicted_svm_nu0.20
patient014,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient014/IMG-0001-00016.png,16,1,False,0.6818538904190063,0.668280303478241,0.6543574929237366,-0.1583592292203071,-0.8708298486070412,-2.2086315514557846,-6.872636409782572,True,True,True,False,False,False,False
patient014,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient014/IMG-0001-00014.png,14,2,True,0.6738303899765015,0.6573160886764526,0.644271969795227,-0.23845021818751833,-1.2901610295817942,-2.8671797799757535,-8.176646884644043,True,True,True,False,False,False,False
patient014,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient014/IMG-0001-00015.png,15,3,True,0.6696008443832397,0.6538852453231812,0.6395388841629028,-0.24071687162628064,-1.2927555614837285,-2.856945731178879,-8.168442665093586,True,True,True,False,False,False,False
patient014,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient014/IMG-0001-00012.png,12,4,True,0.6577088236808777,0.6397315263748169,0.6248154640197754,-0.2547531877995266,-1.4008188378945352,-3.251643818713273,-9.148112713292988,True,True,True,False,False,False,False
patient014,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient014/IMG-0001-00011.png,11,5,True,0.6515201926231384,0.6327260732650757,0.6178737282752991,-0.2803085351966197,-1.5121465146754698,-3.4746273318181657,-9.4901014662711,True,True,True,False,False,False,False
patient014,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient014/IMG-0001-00013.png,13,6,True,0.6474405527114868,0.628682017326355,0.6047745943069458,-0.37691742946893414,-2.048623733541075,-4.485223234306689,-11.764724093333143,True,True,True,False,False,False,False
patient014,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient014/IMG-0001-00003.png,3,7,False,0.48454636335372925,0.46661657094955444,0.44679173827171326,-0.5835133254547609,-3.13552714222386,-7.08298985543253,-17.35805878813479,False,False,False,False,False,False,False
patient014,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient014/IMG-0001-00009.png,9,8,False,0.4801650941371918,0.45671430230140686,0.43565064668655396,-0.5599708858144428,-3.034054436516131,-6.988274389084536,-17.28388013844176,False,False,False,False,False,False,False
patient014,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient014/IMG-0001-00002.png,2,9,False,0.4576520323753357,0.4325628876686096,0.4075654149055481,-0.6522510180347705,-3.491277892696516,-7.862149981294198,-18.990907963278584,False,False,False,False,False,False,False
patient014,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient014/IMG-0001-00007.png,7,10,False,0.44823795557022095,0.42878609895706177,0.4068421721458435,-0.6234550564432706,-3.328244548873122,-7.619444378477116,-18.544401527297207,False,False,False,False,False,False,False
patient014,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient014/IMG-0001-00001.png,1,11,False,0.45371317863464355,0.4276964068412781,0.40304285287857056,-0.6583253461060012,-3.514459347507616,-7.900962947696867,-19.001430712623424,False,False,False,False,False,False,False
patient014,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient014/IMG-0001-00006.png,6,12,False,0.4441055357456207,0.42290329933166504,0.4024132788181305,-0.6382955857873645,-3.408363084381633,-7.760107138893904,-18.846417509601213,False,False,False,False,False,False,False
patient014,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient014/IMG-0001-00008.png,8,13,False,0.4441055357456207,0.42290329933166504,0.4024132788181305,-0.6382955857873645,-3.408363084381633,-7.760107138893904,-18.846417509601213,False,False,False,False,False,False,False
patient014,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient014/IMG-0001-00010.png,10,14,False,0.4286023676395416,0.40436530113220215,0.3789845108985901,-0.6859695129101027,-3.6700634388808497,-8.253429360166539,-19.884437322850957,False,False,False,False,False,False,False
patient014,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient014/IMG-0001-00005.png,5,15,False,0.41517195105552673,0.39540308713912964,0.3766869902610779,-0.7241013489868222,-3.823631508542766,-8.58203642104417,-20.33870075001228,False,False,False,False,False,False,False
patient014,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient014/IMG-0001-00004.png,4,16,False,0.3636704385280609,0.34286022186279297,0.32389339804649353,-0.8137644978660912,-4.31938750300896,-9.573648761595077,-22.507887206550404,False,False,False,False,False,False,False
