patient_id,image_path,frame_num,rank_by_cosine_k10,is_true_kidney,cosine_k5,cosine_k10,cosine_k20,svm_nu0.01,svm_nu0.05,svm_nu0.10,svm_nu0.20,predicted_cosine_k5,predicted_cosine_k10,predicted_cosine_k20,predicted_svm_nu0.01,predicted_svm_nu0.05,predicted_svm_nu0.10,predicted_svm_nu0.20
patient014,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient014/IMG-0001-00014.png,14,1,True,0.7372123003005981,0.7313095331192017,0.7253363132476807,-0.09142038148338827,-0.5426191534505396,-1.4388139277257324,-4.872987337674111,True,True,True,False,False,False,False
patient014,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient014/IMG-0001-00015.png,15,2,True,0.7339819669723511,0.728102445602417,0.71772301197052,-0.14946106269500747,-0.8624195726788546,-2.2471121839674595,-6.637747800820243,True,True,True,False,False,False,False
patient014,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient014/IMG-0001-00012.png,12,3,True,0.7356882095336914,0.7256060838699341,0.7171509861946106,-0.08904094720521716,-0.5848350194084464,-1.5759262027613623,-5.205667425096223,True,True,True,False,False,False,False
patient014,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient014/IMG-0001-00011.png,11,4,True,0.7366347908973694,0.7241344451904297,0.7143928408622742,-0.09803477100356961,-0.6066799831062344,-1.570833147952765,-5.220405115051683,True,True,True,False,False,False,False
patient014,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient014/IMG-0001-00013.png,13,5,True,0.7002465128898621,0.6942793130874634,0.6856124997138977,-0.290334066198104,-1.6056644165405665,-3.5298926139765463,-9.067545547515039,True,True,True,False,False,False,False
patient014,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient014/IMG-0001-00004.png,4,6,False,0.6731866598129272,0.6607037782669067,0.6466764211654663,-0.5612431153858146,-3.034942865917168,-6.482840486403674,-15.172294136897662,True,True,True,False,False,False,False
patient014,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient014/IMG-0001-00003.png,3,7,False,0.6709085702896118,0.6594756841659546,0.6432860493659973,-0.5504783052208904,-3.0112874217985617,-6.527461332103133,-15.26638025889423,True,True,True,False,False,False,False
patient014,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient014/IMG-0001-00002.png,2,8,False,0.6655544638633728,0.6518365740776062,0.6383850574493408,-0.5468343949963508,-2.9401446252366927,-6.392040092462427,-14.825461472023335,True,True,True,False,False,False,False
patient014,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient014/IMG-0001-00001.png,1,9,False,0.6322574019432068,0.6196683645248413,0.6030369400978088,-0.6310094553327832,-3.3982535421266427,-7.323620960607293,-16.862952824540884,True,True,True,False,False,False,False
patient014,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient014/IMG-0001-00005.png,5,10,False,0.6276158094406128,0.6164215803146362,0.6046507358551025,-0.5834836103761001,-3.135678428811083,-6.862560733039913,-16.200096328752714,True,True,True,False,False,False,False
patient014,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient014/IMG-0001-00006.png,6,11,False,0.5884025692939758,0.5808276534080505,0.5701111555099487,-0.6897462969424373,-3.7266114082627455,-8.155710755054777,-18.61006255484469,True,True,True,False,False,False,False
patient014,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient014/IMG-0001-00008.png,8,12,False,0.5884025692939758,0.5808276534080505,0.5701111555099487,-0.6897462969424373,-3.7266114082627455,-8.155710755054777,-18.61006255484469,True,True,True,False,False,False,False
patient014,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient014/IMG-0001-00007.png,7,13,False,0.5883493423461914,0.5807791352272034,0.571107029914856,-0.6794908414709071,-3.6836591963823713,-8.047223144160311,-18.423080785095834,True,True,True,False,False,False,False
patient014,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient014/IMG-0001-00016.png,16,14,False,0.5921890735626221,0.5789303779602051,0.5666342377662659,-0.5999135911461659,-3.2801745137961777,-7.258348928872518,-17.152455102085916,True,True,True,False,False,False,False
patient014,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient014/IMG-0001-00009.png,9,15,False,0.526549756526947,0.5170788764953613,0.5043810606002808,-0.8122943330425667,-4.348424535686804,-9.47954574088421,-21.49886164426876,True,True,True,False,False,False,False
patient014,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient014/IMG-0001-00010.png,10,16,False,0.434664785861969,0.4269319474697113,0.41802605986595154,-0.9454807206418676,-5.046901799055736,-11.005383686506756,-24.987708813671787,False,False,False,False,False,False,False
