patient_id,image_path,frame_num,rank_by_cosine_k10,is_true_kidney,cosine_k5,cosine_k10,cosine_k20,svm_nu0.01,svm_nu0.05,svm_nu0.10,svm_nu0.20,predicted_cosine_k5,predicted_cosine_k10,predicted_cosine_k20,predicted_svm_nu0.01,predicted_svm_nu0.05,predicted_svm_nu0.10,predicted_svm_nu0.20
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00009.png,9,1,True,0.7242723703384399,0.7177534103393555,0.7080864310264587,-0.18861660488706544,-0.9895066624189806,-2.5011178694847054,-6.308461551586497,True,True,True,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00001.png,1,2,True,0.6698514819145203,0.6632152795791626,0.6528559923171997,-0.320612979915019,-1.7135589499074317,-4.078904552769142,-9.66491336418327,False,False,False,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00018.png,18,3,False,0.6270725131034851,0.6200213432312012,0.6087406277656555,-0.4494451879144261,-2.330191269306467,-5.256775436353825,-12.521325884204177,False,False,False,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00007.png,7,4,False,0.6080673336982727,0.6000672578811646,0.5905686020851135,-0.5539568182250179,-2.8690566034551983,-6.343828842202779,-14.651224286045611,False,False,False,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00014.png,14,5,False,0.5948117971420288,0.5810216665267944,0.5674155354499817,-0.6636132257208216,-3.4753644611359906,-7.634823106861695,-17.797945324808744,False,False,False,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00012.png,12,6,False,0.5736171007156372,0.5624656677246094,0.5517510175704956,-0.6446230799804711,-3.4632607418343317,-7.728975889744815,-18.066019677759517,False,False,False,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00016.png,16,7,False,0.5722225904464722,0.5612715482711792,0.545089840888977,-0.6849627305590871,-3.5494037763834667,-7.807883264573217,-17.941132288153135,False,False,False,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00017.png,17,8,False,0.5809642672538757,0.5606463551521301,0.5418315529823303,-0.6018949469167307,-3.144220943864303,-7.12214615813631,-16.637625470630848,False,False,False,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00015.png,15,9,False,0.5388203859329224,0.5335846543312073,0.5268250107765198,-0.7201098773141363,-3.7563843695867183,-8.196090355804257,-18.562845548883825,False,False,False,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00008.png,8,10,False,0.5347117185592651,0.5260303020477295,0.515465497970581,-0.6942063523362387,-3.6147038632463806,-7.888686134577062,-18.012841188083268,False,False,False,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00006.png,6,11,False,0.5209504961967468,0.5156831741333008,0.5083104372024536,-0.7285291369766163,-3.7921271290513374,-8.309788815002118,-19.151081131154683,False,False,False,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00013.png,13,12,False,0.5144713521003723,0.5062199831008911,0.49167782068252563,-0.7697867791616351,-4.0508969419867,-8.903132098302532,-20.45221313013528,False,False,False,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00010.png,10,13,False,0.5156204104423523,0.5040100812911987,0.493527352809906,-0.7697141740729254,-4.0669863124430625,-8.947943703667722,-20.592268715603456,False,False,False,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00011.png,11,14,False,0.5104318857192993,0.5017903447151184,0.4921356737613678,-0.7831566363407543,-4.139292220439973,-9.077436599331,-20.83152548678988,False,False,False,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00003.png,3,15,False,0.5052250027656555,0.49874740839004517,0.48719125986099243,-0.7519269777703077,-3.95039080179325,-8.685132303135717,-19.923677101996415,False,False,False,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00005.png,5,16,False,0.4906209111213684,0.48274675011634827,0.47415485978126526,-0.8346562134024091,-4.388048248561278,-9.565277148467324,-21.80850151929559,False,False,False,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00002.png,2,17,False,0.48384028673171997,0.47911518812179565,0.47019320726394653,-0.7917574577123418,-4.153065151725881,-9.134973189376407,-20.87787171765582,False,False,False,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00004.png,4,18,False,0.48463040590286255,0.47771430015563965,0.4689987599849701,-0.8601960673034497,-4.510383457000918,-9.808875619845567,-22.212991637409267,False,False,False,False,False,False,False
