patient_id,image_path,frame_num,rank_by_cosine_k10,is_true_kidney,cosine_k5,cosine_k10,cosine_k20,svm_nu0.01,svm_nu0.05,svm_nu0.10,svm_nu0.20,predicted_cosine_k5,predicted_cosine_k10,predicted_cosine_k20,predicted_svm_nu0.01,predicted_svm_nu0.05,predicted_svm_nu0.10,predicted_svm_nu0.20
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00018.png,18,1,False,0.6599946022033691,0.6565058827400208,0.653045117855072,-0.19990345553070665,-1.0898717520623489,-2.9687405321643574,-7.7539780895602135,True,True,True,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00017.png,17,2,False,0.645645022392273,0.6332129240036011,0.6214978694915771,-0.41911057040435673,-2.162882153551598,-5.113663053222027,-12.437649237167136,True,True,True,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00009.png,9,3,True,0.637611985206604,0.629898190498352,0.6223545074462891,-0.32082782529223675,-1.7135463866304619,-4.258965444713432,-10.612109431748635,True,True,True,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00001.png,1,4,True,0.6292429566383362,0.6244012713432312,0.6134329438209534,-0.34264884389837347,-1.8294620517026736,-4.400102915734141,-10.867590972154844,True,True,True,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00012.png,12,5,False,0.49421149492263794,0.48800259828567505,0.4738980233669281,-0.9058055157118259,-4.747514531390824,-10.637872565185999,-23.993917589071003,False,False,False,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00010.png,10,6,False,0.48900938034057617,0.4759231209754944,0.46141868829727173,-0.9252858066291032,-4.841420537154772,-10.866500539582786,-24.574129550771556,False,False,False,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00013.png,13,7,False,0.48585599660873413,0.4702567160129547,0.45621800422668457,-0.9300214218386087,-4.870052381402687,-11.033901878528077,-24.87551715272095,False,False,False,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00011.png,11,8,False,0.47920966148376465,0.4653194844722748,0.4517679214477539,-0.9603345199423208,-5.0032132370483495,-11.243727436073414,-25.237953117447688,False,False,False,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00015.png,15,9,False,0.4544142782688141,0.4517362713813782,0.44474443793296814,-0.8945544321391097,-4.651111715665249,-10.169634495836668,-22.82645185701857,False,False,False,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00014.png,14,10,False,0.4642419219017029,0.44782334566116333,0.4314691424369812,-0.9763179101380144,-5.09320511381897,-11.465127099466743,-25.83467694166322,False,False,False,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00006.png,6,11,False,0.44704514741897583,0.44123250246047974,0.43574637174606323,-0.9213215654893945,-4.779942850364014,-10.636519521227399,-23.907131619102383,False,False,False,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00007.png,7,12,False,0.44100284576416016,0.4364476203918457,0.42731761932373047,-0.9467129982668518,-4.927121304581945,-10.8736946362193,-24.378566098457288,False,False,False,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00016.png,16,13,False,0.42962461709976196,0.42492762207984924,0.4194401204586029,-0.9525363062151331,-4.920804523788276,-10.735307131586845,-23.946133590631877,False,False,False,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00004.png,4,14,False,0.42798012495040894,0.42032742500305176,0.41070613265037537,-1.0269281554597003,-5.335450557281424,-11.813685579393011,-26.350565075524763,False,False,False,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00003.png,3,15,False,0.4327647089958191,0.4188431203365326,0.40550655126571655,-1.0167738022889283,-5.300667011109987,-11.833937892052763,-26.5632835218579,False,False,False,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00005.png,5,16,False,0.4228641092777252,0.4115055203437805,0.40017104148864746,-1.0380727162629715,-5.392907145273678,-11.944620923761162,-26.611379458877465,False,False,False,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00002.png,2,17,False,0.4139035642147064,0.4035166800022125,0.3921186327934265,-1.0735385675808267,-5.562698573426045,-12.25245575281719,-27.27527440896444,False,False,False,False,False,False,False
patient004,/home/potat0/Desktop/tanuh/kidney_frame_selection/patient_folders/patient004/IMG-0001-00008.png,8,18,False,0.40405207872390747,0.4014970362186432,0.3974137604236603,-1.021018574954746,-5.272565856787302,-11.52408197735796,-25.652356803028702,False,False,False,False,False,False,False
